# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "2" "-p" "--countReadPairs" "-B" "-C" "-s" "2" "-t" "gene" "-g" "ID" "-a" "reference_genome/annotation.gff3" "-o" "results/day2_rnaseq/counts/featureCounts_all_samples.txt" "results/day2_rnaseq/bam/WTS_1.filtered.bam" "results/day2_rnaseq/bam/WTS_2.filtered.bam" "results/day2_rnaseq/bam/WTS_3.filtered.bam" "results/day2_rnaseq/bam/WT_1.filtered.bam" "results/day2_rnaseq/bam/WT_2.filtered.bam" "results/day2_rnaseq/bam/WT_3.filtered.bam" 
Geneid	Chr	Start	End	Strand	Length	results/day2_rnaseq/bam/WTS_1.filtered.bam	results/day2_rnaseq/bam/WTS_2.filtered.bam	results/day2_rnaseq/bam/WTS_3.filtered.bam	results/day2_rnaseq/bam/WT_1.filtered.bam	results/day2_rnaseq/bam/WT_2.filtered.bam	results/day2_rnaseq/bam/WT_3.filtered.bam
gene-OW489_RS05770	NZ_AP026446.1	1234503	1235438	+	936	1272	1475	1579	1271	1650	1272
gene-OW489_RS05775	NZ_AP026446.1	1235357	1235767	+	411	270	334	312	331	189	394
gene-OW489_RS05780	NZ_AP026446.1	1235771	1238770	+	3000	1679	1906	1977	1148	2232	1003
gene-OW489_RS05785	NZ_AP026446.1	1238894	1239397	+	504	3458	4081	4508	4920	5634	4611
gene-OW489_RS05790	NZ_AP026446.1	1239408	1240646	+	1239	8691	7422	8156	9076	12404	8847
gene-OW489_RS05795	NZ_AP026446.1	1240643	1241500	+	858	7029	4025	4471	5175	7723	5032
gene-OW489_RS05805	NZ_AP026446.1	1243446	1245293	-	1848	1059	1574	1555	548	608	444
gene-OW489_RS05815	NZ_AP026446.1	1245450	1245779	-	330	2813	5518	5845	4866	4934	4253
gene-OW489_RS05820	NZ_AP026446.1	1245907	1246392	-	486	6214	10289	10969	6616	7494	5644
gene-OW489_RS05830	NZ_AP026446.1	1247032	1248198	+	1167	186	315	313	348	366	340
gene-OW489_RS05835	NZ_AP026446.1	1248219	1249220	-	1002	2702	2222	2471	5728	7917	5405
gene-OW489_RS05840	NZ_AP026446.1	1249458	1250054	+	597	88727	92551	102384	142300	180730	135856
gene-OW489_RS05845	NZ_AP026446.1	1250201	1251016	+	816	21026	16606	19477	4643	7712	4173
gene-OW489_RS05850	NZ_AP026446.1	1251084	1252853	-	1770	468	597	509	204	264	141
gene-OW489_RS05855	NZ_AP026446.1	1252834	1253277	-	444	58	88	76	11	35	18
gene-OW489_RS05860	NZ_AP026446.1	1253290	1253916	-	627	306	376	344	153	270	146
gene-OW489_RS05865	NZ_AP026446.1	1253913	1254470	-	558	373	556	391	308	274	320
gene-OW489_RS05870	NZ_AP026446.1	1254470	1255063	-	594	412	827	811	582	703	478
gene-OW489_RS05875	NZ_AP026446.1	1255038	1255532	-	495	727	783	733	301	259	237
gene-OW489_RS05880	NZ_AP026446.1	1255529	1256476	-	948	547	678	638	437	440	428
gene-OW489_RS05885	NZ_AP026446.1	1256476	1257588	-	1113	444	946	1029	498	640	385
gene-OW489_RS05890	NZ_AP026446.1	1257674	1258444	-	771	643	852	837	1200	1554	1049
gene-OW489_RS05895	NZ_AP026446.1	1258519	1259139	+	621	1704	2441	2579	3230	3598	2899
gene-OW489_RS05900	NZ_AP026446.1	1259140	1259412	+	273	385	543	473	425	574	451
gene-OW489_RS05905	NZ_AP026446.1	1259434	1260417	+	984	1341	1188	1205	740	851	766
gene-OW489_RS05910	NZ_AP026446.1	1260419	1261066	+	648	460	642	671	560	640	661
gene-OW489_RS05915	NZ_AP026446.1	1261253	1261684	-	432	27	31	30	33	25	24
gene-OW489_RS05920	NZ_AP026446.1	1261694	1262290	-	597	458	300	358	325	354	302
gene-OW489_RS05925	NZ_AP026446.1	1262287	1263297	-	1011	212	257	296	89	110	105
gene-OW489_RS05930	NZ_AP026446.1	1263433	1264221	+	789	4908	4847	5437	1123	1303	1094
gene-OW489_RS05935	NZ_AP026446.1	1264223	1265146	+	924	4560	3595	3813	802	885	656
gene-OW489_RS05940	NZ_AP026446.1	1265209	1266234	+	1026	469	617	555	215	220	140
gene-OW489_RS05945	NZ_AP026446.1	1266398	1266586	+	189	0	0	0	0	0	0
gene-OW489_RS05950	NZ_AP026446.1	1266573	1266932	+	360	0	0	0	0	0	0
gene-OW489_RS05955	NZ_AP026446.1	1267053	1267841	+	789	3042	3140	3391	5137	5949	4734
gene-OW489_RS05960	NZ_AP026446.1	1268291	1268431	-	141	699	2478	2735	4654	5997	4514
gene-OW489_RS05965	NZ_AP026446.1	1268516	1269277	-	762	8726	12657	14525	33756	58380	31603
gene-OW489_RS05970	NZ_AP026446.1	1269533	1269949	-	417	323	648	661	882	1689	831
gene-OW489_RS05975	NZ_AP026446.1	1269951	1270421	-	471	138	305	302	379	393	476
gene-OW489_RS05980	NZ_AP026446.1	1270431	1271261	-	831	628	1100	1332	1197	2066	1157
gene-OW489_RS05990	NZ_AP026446.1	1272035	1272718	+	684	438	523	522	603	604	641
gene-OW489_RS05995	NZ_AP026446.1	1272719	1273549	+	831	673	668	662	980	1125	890
gene-OW489_RS06000	NZ_AP026446.1	1273563	1273638	-	76	260	1296	1221	97	94	81
gene-OW489_RS06005	NZ_AP026446.1	1273702	1273778	-	77	560	1641	1521	68	71	98
gene-OW489_RS06010	NZ_AP026446.1	1273819	1273894	-	76	520	1724	1588	120	149	175
gene-OW489_RS06015	NZ_AP026446.1	1273936	1274010	-	75	237	1078	1001	45	60	93
gene-OW489_RS06020	NZ_AP026446.1	1274021	1274096	-	76	0	0	0	1	1	0
gene-OW489_RS06030	NZ_AP026446.1	1277209	1278849	-	1641	2128	1614	3565	16910	85114	12329
gene-OW489_RS06035	NZ_AP026446.1	1278875	1279231	-	357	606	1497	2486	16479	43095	11911
gene-OW489_RS06040	NZ_AP026446.1	1279506	1281185	+	1680	694	925	889	590	760	529
gene-OW489_RS06045	NZ_AP026446.1	1281182	1282234	+	1053	1178	1799	1839	1545	1917	1629
gene-OW489_RS06050	NZ_AP026446.1	1282325	1283152	+	828	1372	2025	2305	3296	4942	3350
gene-OW489_RS06055	NZ_AP026446.1	1283297	1283578	+	282	467	575	524	67	69	76
gene-OW489_RS06060	NZ_AP026446.1	1283578	1283841	+	264	346	507	468	52	102	67
gene-OW489_RS06065	NZ_AP026446.1	1283843	1286206	+	2364	1348	2045	1771	139	162	124
gene-OW489_RS06070	NZ_AP026446.1	1286256	1286353	-	98	29	189	220	66	112	49
gene-OW489_RS06075	NZ_AP026446.1	1286527	1287867	+	1341	1083	1285	1311	486	598	428
gene-OW489_RS06080	NZ_AP026446.1	1287968	1288933	+	966	2913	2749	2848	3374	4095	3166
gene-OW489_RS06085	NZ_AP026446.1	1288930	1290147	+	1218	1372	1374	1466	1796	2457	2058
gene-OW489_RS06090	NZ_AP026446.1	1290157	1290690	-	534	53	81	94	50	72	56
gene-OW489_RS06095	NZ_AP026446.1	1290740	1292305	-	1566	279	571	568	171	203	145
gene-OW489_RS06100	NZ_AP026446.1	1292654	1294711	-	2058	1680	2262	2725	190	340	205
gene-OW489_RS06110	NZ_AP026446.1	1295628	1296455	-	828	263	336	393	201	446	189
gene-OW489_RS06115	NZ_AP026446.1	1296480	1298999	-	2520	4383	5656	5979	4570	6090	3964
gene-OW489_RS06120	NZ_AP026446.1	1299040	1299702	-	663	1745	2889	3337	2388	3360	2134
gene-OW489_RS06125	NZ_AP026446.1	1299994	1300383	+	390	4733	6089	6506	10758	13903	10560
gene-OW489_RS06130	NZ_AP026446.1	1300363	1300506	-	144	20	27	37	20	33	25
gene-OW489_RS06135	NZ_AP026446.1	1300556	1301035	+	480	2729	3074	3461	4131	5530	3829
gene-OW489_RS06140	NZ_AP026446.1	1301039	1301851	+	813	2500	2271	2406	3003	3757	2900
gene-OW489_RS06145	NZ_AP026446.1	1301853	1303199	+	1347	6586	5380	5679	7081	8308	6818
gene-OW489_RS06150	NZ_AP026446.1	1303242	1304285	+	1044	926	905	1157	940	1734	1118
gene-OW489_RS06155	NZ_AP026446.1	1304289	1305035	+	747	322	422	547	244	514	192
gene-OW489_RS06170	NZ_AP026446.1	1307182	1307823	+	642	601	845	924	316	448	293
gene-OW489_RS06175	NZ_AP026446.1	1307789	1308991	+	1203	577	714	603	189	266	170
gene-OW489_RS06180	NZ_AP026446.1	1308994	1310388	+	1395	100	168	162	98	145	115
gene-OW489_RS06185	NZ_AP026446.1	1310399	1311865	+	1467	1505	1955	2155	1750	2319	1747
gene-OW489_RS06190	NZ_AP026446.1	1311862	1313175	+	1314	260	350	343	138	253	128
gene-OW489_RS06195	NZ_AP026446.1	1313246	1314088	+	843	333	733	752	539	700	532
gene-OW489_RS06200	NZ_AP026446.1	1314081	1314575	+	495	109	83	110	63	107	79
gene-OW489_RS06205	NZ_AP026446.1	1314588	1315091	+	504	67	174	153	160	156	176
gene-OW489_RS06210	NZ_AP026446.1	1315088	1315891	+	804	486	634	524	407	602	361
gene-OW489_RS06215	NZ_AP026446.1	1315881	1316891	+	1011	842	916	894	751	1055	654
gene-OW489_RS06220	NZ_AP026446.1	1316891	1317712	+	822	722	626	554	563	726	666
gene-OW489_RS06225	NZ_AP026446.1	1317737	1320187	+	2451	531	787	820	642	998	539
gene-OW489_RS08135	NZ_AP026446.1	1320993	1321160	+	168	0	0	0	0	0	0
gene-OW489_RS06235	NZ_AP026446.1	1321280	1322359	+	1080	324	729	686	804	985	882
gene-OW489_RS06240	NZ_AP026446.1	1322359	1323252	+	894	80	156	173	109	187	121
gene-OW489_RS06245	NZ_AP026446.1	1323326	1323550	+	225	3	2	3	0	1	0
gene-OW489_RS06250	NZ_AP026446.1	1323660	1325024	+	1365	5880	7746	7683	6191	6343	6138
gene-OW489_RS06255	NZ_AP026446.1	1325031	1326206	+	1176	1038	1238	1284	425	621	338
gene-OW489_RS06260	NZ_AP026446.1	1326193	1326909	+	717	493	556	494	197	223	179
gene-OW489_RS06265	NZ_AP026446.1	1326906	1327607	+	702	204	352	336	89	159	68
gene-OW489_RS06270	NZ_AP026446.1	1327696	1328688	+	993	1849	2814	2926	2589	2937	2277
gene-OW489_RS06275	NZ_AP026446.1	1328704	1329912	+	1209	1850	2740	3021	4176	6695	3881
gene-OW489_RS06280	NZ_AP026446.1	1329928	1330890	+	963	554	992	1139	1287	2145	1042
gene-OW489_RS06285	NZ_AP026446.1	1330897	1331625	+	729	25	34	23	17	14	22
gene-OW489_RS08215	NZ_AP026446.1	1331944	1332114	-	171	0	0	0	0	0	0
gene-OW489_RS06295	NZ_AP026446.1	1332410	1333243	-	834	1469	2665	2659	1730	1833	1582
gene-OW489_RS06300	NZ_AP026446.1	1333209	1333598	-	390	4739	5276	5486	3436	5032	3167
gene-OW489_RS06305	NZ_AP026446.1	1333595	1334032	-	438	6215	6224	6239	4166	5079	4027
gene-OW489_RS06310	NZ_AP026446.1	1334349	1334795	+	447	330	360	424	281	198	293
gene-OW489_RS06315	NZ_AP026446.1	1334788	1335303	+	516	296	265	283	193	302	240
gene-OW489_RS06320	NZ_AP026446.1	1335300	1336061	-	762	137	540	561	279	278	174
gene-OW489_RS06325	NZ_AP026446.1	1336200	1337228	+	1029	1271	1062	1253	1080	2084	1193
gene-OW489_RS06330	NZ_AP026446.1	1337289	1337978	-	690	630	1209	1584	720	910	518
gene-OW489_RS06335	NZ_AP026446.1	1338181	1339311	-	1131	42	144	118	190	225	144
gene-OW489_RS06340	NZ_AP026446.1	1339436	1340545	+	1110	936	955	995	523	601	505
gene-OW489_RS06345	NZ_AP026446.1	1340556	1341242	+	687	487	258	316	166	261	163
gene-OW489_RS06350	NZ_AP026446.1	1341236	1341583	+	348	112	208	195	86	110	86
gene-OW489_RS06355	NZ_AP026446.1	1341580	1344693	-	3114	541	563	626	931	1357	981
gene-OW489_RS06360	NZ_AP026446.1	1344694	1345719	-	1026	142	109	117	177	297	161
gene-OW489_RS06365	NZ_AP026446.1	1345716	1346954	-	1239	284	449	533	1016	1400	907
gene-OW489_RS06370	NZ_AP026446.1	1346959	1347336	-	378	375	566	580	3442	4068	3330
gene-OW489_RS06375	NZ_AP026446.1	1347512	1348903	+	1392	2283	1587	2001	3077	5669	2936
gene-OW489_RS06385	NZ_AP026446.1	1349209	1349823	+	615	152	214	308	301	402	292
gene-OW489_RS06390	NZ_AP026446.1	1349797	1350378	-	582	5	5	11	16	31	13
gene-OW489_RS06395	NZ_AP026446.1	1350634	1351716	-	1083	20	45	51	48	58	44
gene-OW489_RS06400	NZ_AP026446.1	1351926	1352240	+	315	5624	11682	14057	2500	3588	2471
gene-OW489_RS06405	NZ_AP026446.1	1352277	1352852	+	576	9448	6725	8491	1139	1761	1335
gene-OW489_RS06410	NZ_AP026446.1	1352887	1353534	+	648	6807	7061	10203	1480	3303	1561
gene-OW489_RS06415	NZ_AP026446.1	1353538	1353819	+	282	4170	4069	5807	985	2204	865
gene-OW489_RS06420	NZ_AP026446.1	1353835	1354665	+	831	18380	13584	17435	3448	4808	3338
gene-OW489_RS06425	NZ_AP026446.1	1354677	1354958	+	282	5157	4980	6742	1283	2323	1279
gene-OW489_RS06430	NZ_AP026446.1	1354968	1355345	+	378	8836	4776	5928	1238	1564	1128
gene-OW489_RS06435	NZ_AP026446.1	1355349	1356053	+	705	12081	10448	12142	2474	4138	2471
gene-OW489_RS06440	NZ_AP026446.1	1356056	1356481	+	426	4544	5079	5620	1525	1832	1553
gene-OW489_RS06445	NZ_AP026446.1	1356468	1356668	+	201	1212	1724	2326	558	1037	557
gene-OW489_RS06450	NZ_AP026446.1	1356683	1356943	+	261	2189	2348	2834	691	1094	655
gene-OW489_RS06455	NZ_AP026446.1	1356946	1357314	+	369	5207	2834	3710	852	1702	808
gene-OW489_RS06460	NZ_AP026446.1	1357314	1357535	+	222	1383	1157	1529	413	721	410
gene-OW489_RS06465	NZ_AP026446.1	1357548	1358093	+	546	4935	4497	5682	1467	1668	1536
gene-OW489_RS06470	NZ_AP026446.1	1358103	1358288	+	186	674	1495	2124	501	862	468
gene-OW489_RS06475	NZ_AP026446.1	1358298	1358693	+	396	5798	3490	4932	1254	2851	1353
gene-OW489_RS06480	NZ_AP026446.1	1358704	1359240	+	537	5983	5287	7105	1953	3047	1934
gene-OW489_RS06485	NZ_AP026446.1	1359254	1359610	+	357	2777	2269	2793	708	1055	830
gene-OW489_RS06490	NZ_AP026446.1	1359625	1360068	+	444	6119	5325	6520	1751	1725	1803
gene-OW489_RS06495	NZ_AP026446.1	1360086	1360487	+	402	3867	4313	6074	1709	4119	1635
gene-OW489_RS06500	NZ_AP026446.1	1360525	1361787	+	1263	8856	6788	9936	2269	5238	2522
gene-OW489_RS06505	NZ_AP026446.1	1361787	1362548	+	762	4825	3279	4200	1080	1464	1045
gene-OW489_RS06510	NZ_AP026446.1	1362548	1362766	+	219	719	1100	1308	352	517	340
gene-OW489_RS06515	NZ_AP026446.1	1362845	1362958	+	114	112	702	936	270	371	237
gene-OW489_RS06520	NZ_AP026446.1	1362962	1363324	+	363	2003	3743	4432	1941	2986	2050
gene-OW489_RS06525	NZ_AP026446.1	1363347	1363742	+	396	1998	3353	3585	1371	1530	1628
gene-OW489_RS06530	NZ_AP026446.1	1363752	1364378	+	627	7989	7093	8188	3365	5339	3717
gene-OW489_RS06535	NZ_AP026446.1	1364390	1365424	+	1035	27749	20595	23429	9107	13401	8867
gene-OW489_RS06540	NZ_AP026446.1	1365424	1365774	+	351	5735	6878	7097	3217	3622	2967
gene-OW489_RS06545	NZ_AP026446.1	1366278	1366892	-	615	246	358	365	218	295	164
gene-OW489_RS06550	NZ_AP026446.1	1366880	1367542	-	663	947	1273	1371	988	1386	778
gene-OW489_RS06555	NZ_AP026446.1	1367664	1368320	-	657	291	379	406	744	946	703
gene-OW489_RS06560	NZ_AP026446.1	1368914	1369462	-	549	237	453	419	386	399	368
gene-OW489_RS06565	NZ_AP026446.1	1369599	1370336	+	738	4356	5241	5700	9119	12278	8132
gene-OW489_RS06570	NZ_AP026446.1	1370404	1371462	+	1059	925	1354	1586	1269	2037	1039
gene-OW489_RS06575	NZ_AP026446.1	1371695	1373197	+	1503	586	933	985	930	1205	855
gene-OW489_RS06580	NZ_AP026446.1	1373194	1373778	+	585	129	183	218	126	252	139
gene-OW489_RS06585	NZ_AP026446.1	1373775	1374782	+	1008	322	424	380	393	518	385
gene-OW489_RS06590	NZ_AP026446.1	1374775	1376133	+	1359	272	502	488	196	284	136
gene-OW489_RS06595	NZ_AP026446.1	1376135	1377316	+	1182	254	310	336	267	285	256
gene-OW489_RS06600	NZ_AP026446.1	1377313	1378101	+	789	29	117	106	109	153	93
gene-OW489_RS06610	NZ_AP026446.1	1378826	1380202	-	1377	1188	1575	1418	874	1119	741
gene-OW489_RS06615	NZ_AP026446.1	1380204	1382615	-	2412	796	1601	1651	727	970	562
gene-OW489_RS06620	NZ_AP026446.1	1382605	1384077	-	1473	6662	5149	5423	5258	7461	4448
gene-OW489_RS06625	NZ_AP026446.1	1384064	1385602	-	1539	2344	2058	2307	2221	3638	1854
gene-OW489_RS06630	NZ_AP026446.1	1385606	1387444	-	1839	6805	4822	5168	5813	6948	5478
gene-OW489_RS06635	NZ_AP026446.1	1387447	1387749	-	303	1030	993	1146	1399	1897	1239
gene-OW489_RS06640	NZ_AP026446.1	1387746	1388294	-	549	2357	1916	1928	2725	3828	2400
gene-OW489_RS06645	NZ_AP026446.1	1388287	1388949	-	663	4632	3581	3679	5557	6389	4687
gene-OW489_RS06650	NZ_AP026446.1	1388960	1389949	-	990	5258	4898	4878	7023	8965	6292
gene-OW489_RS06655	NZ_AP026446.1	1389946	1392480	-	2535	9468	8913	9069	13480	17045	12485
gene-OW489_RS06660	NZ_AP026446.1	1392477	1393463	-	987	868	918	935	846	1050	781
gene-OW489_RS06665	NZ_AP026446.1	1393466	1393696	-	231	1423	910	1051	1400	2009	1298
gene-OW489_RS06670	NZ_AP026446.1	1393693	1394922	-	1230	5664	6159	6228	8501	8240	7728
gene-OW489_RS06675	NZ_AP026446.1	1394924	1395721	-	798	3896	3502	3643	4443	5469	4102
gene-OW489_RS06680	NZ_AP026446.1	1395721	1396200	-	480	6486	3647	3706	4370	3943	4194
gene-OW489_RS06685	NZ_AP026446.1	1396200	1396601	-	402	3118	3650	3714	4785	5594	4482
gene-OW489_RS06690	NZ_AP026446.1	1396703	1397392	-	690	1872	2006	1848	1374	1698	1376
gene-OW489_RS06695	NZ_AP026446.1	1397389	1397853	-	465	310	576	595	300	419	290
gene-OW489_RS06700	NZ_AP026446.1	1397843	1398448	-	606	841	746	811	681	817	659
gene-OW489_RS06705	NZ_AP026446.1	1398452	1399009	-	558	1099	2574	2678	3196	3788	2860
gene-OW489_RS06710	NZ_AP026446.1	1399009	1399608	-	600	1123	2036	2116	1897	2238	1581
gene-OW489_RS06715	NZ_AP026446.1	1399732	1400454	+	723	175	247	253	51	51	68
gene-OW489_RS06720	NZ_AP026446.1	1400526	1401506	+	981	399	454	494	480	548	425
gene-OW489_RS06725	NZ_AP026446.1	1401507	1403288	+	1782	1198	2282	2216	2044	2399	1878
gene-OW489_RS06730	NZ_AP026446.1	1403285	1404331	+	1047	749	674	743	1272	1271	1169
gene-OW489_RS06735	NZ_AP026446.1	1404340	1404966	+	627	26	44	37	37	53	19
gene-OW489_RS06740	NZ_AP026446.1	1404974	1405765	+	792	867	828	681	730	997	799
gene-OW489_RS06745	NZ_AP026446.1	1405765	1407699	+	1935	410	510	484	197	284	149
gene-OW489_RS06750	NZ_AP026446.1	1407689	1408711	+	1023	380	656	699	337	552	257
gene-OW489_RS06755	NZ_AP026446.1	1408854	1409294	+	441	6346	9342	8819	5731	5886	5780
gene-OW489_RS06760	NZ_AP026446.1	1409304	1409849	+	546	17270	7012	6797	3987	4198	4186
gene-OW489_RS06765	NZ_AP026446.1	1409873	1410142	+	270	2955	4082	3763	2688	2753	2772
gene-OW489_RS06770	NZ_AP026446.1	1410816	1412948	+	2133	74	72	89	111	212	89
gene-OW489_RS06775	NZ_AP026446.1	1413606	1413836	-	231	622	4532	3886	7156	7865	6930
gene-OW489_RS06780	NZ_AP026446.1	1413956	1416499	+	2544	745	743	848	767	1048	869
gene-OW489_RS06785	NZ_AP026446.1	1416501	1417073	+	573	36	48	58	42	99	48
gene-OW489_RS06790	NZ_AP026446.1	1417187	1417663	+	477	0	0	0	0	0	0
gene-OW489_RS06795	NZ_AP026446.1	1417815	1418072	+	258	93	191	183	45	37	35
gene-OW489_RS06800	NZ_AP026446.1	1418152	1419156	-	1005	1187	1302	1442	363	412	349
gene-OW489_RS06805	NZ_AP026446.1	1419323	1420450	-	1128	2092	2736	2802	3231	3926	2782
gene-OW489_RS06810	NZ_AP026446.1	1420450	1421001	-	552	1623	2220	2186	2990	3570	2728
gene-OW489_RS06815	NZ_AP026446.1	1421080	1422327	-	1248	333	385	498	340	501	279
gene-OW489_RS06820	NZ_AP026446.1	1422331	1423227	-	897	524	511	560	382	485	353
gene-OW489_RS06825	NZ_AP026446.1	1423614	1424075	+	462	1827	2803	3208	759	1032	589
gene-OW489_RS06830	NZ_AP026446.1	1424100	1425242	-	1143	1000	976	906	209	242	147
gene-OW489_RS06835	NZ_AP026446.1	1425239	1425895	-	657	287	683	717	184	245	136
gene-OW489_RS06840	NZ_AP026446.1	1425892	1426434	-	543	1202	1448	1430	620	829	526
gene-OW489_RS06845	NZ_AP026446.1	1426431	1427648	-	1218	3315	2660	2535	1409	1572	1428
gene-OW489_RS06850	NZ_AP026446.1	1427642	1428115	-	474	1238	1482	1459	579	727	513
gene-OW489_RS06855	NZ_AP026446.1	1428274	1428564	-	291	1181	2577	2409	11718	13833	11463
gene-OW489_RS06860	NZ_AP026446.1	1428659	1429696	+	1038	59	61	79	102	128	108
gene-OW489_RS06865	NZ_AP026446.1	1429740	1430132	-	393	51	88	77	70	71	57
gene-OW489_RS06870	NZ_AP026446.1	1430179	1430859	-	681	42	32	34	24	52	37
gene-OW489_RS06875	NZ_AP026446.1	1430862	1431194	-	333	187	361	374	966	1206	1078
gene-OW489_RS06880	NZ_AP026446.1	1431265	1434105	+	2841	2885	3233	3457	7487	9885	6745
gene-OW489_RS06885	NZ_AP026446.1	1434179	1434850	+	672	453	860	936	783	1037	634
gene-OW489_RS06890	NZ_AP026446.1	1434844	1435530	+	687	454	413	437	333	526	346
gene-OW489_RS06895	NZ_AP026446.1	1435843	1437117	+	1275	5299	6239	7160	5778	7438	5687
gene-OW489_RS06900	NZ_AP026446.1	1437166	1437645	+	480	913	895	1129	529	859	544
gene-OW489_RS06905	NZ_AP026446.1	1437648	1439909	+	2262	994	1521	1554	369	406	323
gene-OW489_RS06910	NZ_AP026446.1	1439924	1440628	+	705	971	1858	1770	697	692	684
gene-OW489_RS06915	NZ_AP026446.1	1440631	1442697	+	2067	4025	3803	4079	2213	3006	2112
gene-OW489_RS06920	NZ_AP026446.1	1442831	1443148	+	318	3266	7696	9424	4782	5524	7094
gene-OW489_RS06925	NZ_AP026446.1	1443217	1443303	+	87	36	99	129	13	28	14
gene-OW489_RS06930	NZ_AP026446.1	1443359	1443445	+	87	0	0	0	0	0	0
gene-OW489_RS06935	NZ_AP026446.1	1443816	1444331	+	516	131	145	164	91	123	119
gene-OW489_RS06945	NZ_AP026446.1	1445059	1446042	+	984	31	38	32	12	19	11
gene-OW489_RS06950	NZ_AP026446.1	1446146	1446814	+	669	507	531	556	1241	1285	1245
gene-OW489_RS06955	NZ_AP026446.1	1446823	1448559	-	1737	519	1246	1396	816	1080	679
gene-OW489_RS06960	NZ_AP026446.1	1448750	1448825	+	76	2	0	3	1	1	0
gene-OW489_RS06965	NZ_AP026446.1	1448853	1448937	+	85	422	405	356	18	23	31
gene-OW489_RS06970	NZ_AP026446.1	1448953	1449029	+	77	301	272	295	11	17	23
gene-OW489_RS06975	NZ_AP026446.1	1449060	1449134	+	75	347	1140	1102	347	398	310
gene-OW489_RS06980	NZ_AP026446.1	1449261	1450460	+	1200	78535	58107	58090	49324	59436	50655
gene-OW489_RS06985	NZ_AP026446.1	1450494	1450652	+	159	2944	5941	5731	5007	3973	5265
gene-OW489_RS06990	NZ_AP026446.1	1450692	1450767	+	76	406	948	996	52	87	60
gene-OW489_RS06995	NZ_AP026446.1	1450910	1451089	+	180	2810	7039	7220	2192	2977	2046
gene-OW489_RS07000	NZ_AP026446.1	1451119	1451646	+	528	15622	15235	15837	4653	5409	4457
gene-OW489_RS07005	NZ_AP026446.1	1451664	1452089	+	426	7655	10206	10742	7004	8294	6744
gene-OW489_RS07010	NZ_AP026446.1	1452134	1452838	+	705	18299	14048	14053	8694	8962	8471
gene-OW489_RS07015	NZ_AP026446.1	1452960	1453454	+	495	16892	8245	8110	1810	2473	1665
gene-OW489_RS07020	NZ_AP026446.1	1453500	1453877	+	378	13671	21616	19976	4457	3759	4768
gene-OW489_RS07025	NZ_AP026446.1	1454102	1462774	+	8673	77253	56516	61903	23735	34678	22253
gene-OW489_RS07030	NZ_AP026446.1	1462862	1463269	+	408	2549	5759	6115	4397	5491	4414
gene-OW489_RS07035	NZ_AP026446.1	1463285	1463752	+	468	3766	4709	4964	4166	4446	4380
gene-OW489_RS07040	NZ_AP026446.1	1463764	1465842	+	2079	48228	29807	34678	22034	31773	22826
gene-OW489_RS07045	NZ_AP026446.1	1466385	1466549	+	165	233	578	577	685	905	528
gene-OW489_RS07050	NZ_AP026446.1	1466735	1467784	-	1050	105	202	219	88	121	80
gene-OW489_RS07055	NZ_AP026446.1	1467846	1469174	+	1329	2145	2525	2701	4632	6106	4711
gene-OW489_RS07060	NZ_AP026446.1	1469161	1470201	+	1041	1919	1840	2071	3047	4819	3158
gene-OW489_RS07065	NZ_AP026446.1	1470631	1471803	+	1173	1	0	0	5	0	2
gene-OW489_RS07070	NZ_AP026446.1	1472051	1472794	-	744	2901	8782	9326	3797	5175	3398
gene-OW489_RS07075	NZ_AP026446.1	1473070	1474245	+	1176	375	450	451	75	113	76
gene-OW489_RS07080	NZ_AP026446.1	1474406	1475785	+	1380	903	1023	1087	503	699	547
gene-OW489_RS07085	NZ_AP026446.1	1475811	1476962	+	1152	831	918	907	504	676	457
gene-OW489_RS07090	NZ_AP026446.1	1476971	1477732	-	762	4302	3520	3290	1641	2061	1524
gene-OW489_RS07095	NZ_AP026446.1	1477751	1479043	-	1293	443	585	630	596	723	674
gene-OW489_RS07100	NZ_AP026446.1	1479227	1479304	+	78	0	3	2	0	1	0
gene-OW489_RS07105	NZ_AP026446.1	1479409	1480665	+	1257	678	553	718	796	1456	811
gene-OW489_RS07110	NZ_AP026446.1	1480677	1481918	+	1242	641	565	697	1151	1703	1027
gene-OW489_RS07115	NZ_AP026446.1	1481915	1482619	+	705	359	460	471	1200	1448	1157
gene-OW489_RS07120	NZ_AP026446.1	1482895	1484814	+	1920	6473	10817	13478	4704	5675	4163
gene-OW489_RS07125	NZ_AP026446.1	1485266	1486573	+	1308	1652	2265	2559	1455	2278	1399
gene-OW489_RS07130	NZ_AP026446.1	1486702	1487925	+	1224	910	897	827	423	462	485
gene-OW489_RS07135	NZ_AP026446.1	1488075	1488626	-	552	698	950	938	1106	710	1033
gene-OW489_RS07140	NZ_AP026446.1	1488745	1489578	-	834	1448	1899	1913	1697	2265	1647
gene-OW489_RS07145	NZ_AP026446.1	1489627	1490373	-	747	940	771	689	654	777	609
gene-OW489_RS07150	NZ_AP026446.1	1490375	1491046	-	672	103	114	108	33	50	37
gene-OW489_RS07155	NZ_AP026446.1	1491049	1491702	-	654	172	261	251	81	110	60
gene-OW489_RS07160	NZ_AP026446.1	1491884	1493977	+	2094	3477	2143	2367	2189	3296	2230
gene-OW489_RS07165	NZ_AP026446.1	1494270	1495685	-	1416	614	974	830	1023	1204	893
